2025-09-18 21:08:48 | INFO | Message received from author: Alice
2025-09-18 21:08:48 | INFO | Updated author counts: {'Alice': 106, 'Bob': 111, 'Charlie': 122, 'Eve': 130}
2025-09-18 21:08:48 | INFO | Chart updated successfully for message: {"message": "I just found a story! It was weird.", "author": "Alice"}

2025-09-18 21:08:49 | INFO | Sent message to topic 'buzzline_json': {'message': 'Buzz messages for everyone.', 'author': 'Bob'}
2025-09-18 21:08:49 | INFO | Processed JSON message: {'message': 'Buzz messages for everyone.', 'author': 'Bob'}
2025-09-18 21:08:49 | INFO | Message received from author: Bob
2025-09-18 21:08:49 | INFO | Updated author counts: {'Eve': 67, 'Alice': 94, 'Charlie': 60, 'Diana': 106, 'Bob': 68}
2025-09-18 21:08:49 | INFO | Chart updated successfully for message: {"message": "Buzz messages for everyone.", "author": "Bob"}
2025-09-18 21:08:51 | INFO | {'message': 'I just tried a story! It was weird.', 'author': 'Charlie'}
2025-09-18 21:08:51 | INFO | Processed JSON message: {'message': 'I just tried a story! It was weird.', 'author': 'Charlie'}
2025-09-18 21:08:51 | INFO | Message received from author: Charlie
2025-09-18 21:08:51 | INFO | Updated author counts: {'Alice': 106, 'Bob': 111, 'Charlie': 123, 'Eve': 130}
2025-09-18 21:08:51 | INFO | Chart updated successfully for message: {"message": "I just tried a story! It was weird.", "author": "Charlie"}

2025-09-18 21:08:52 | WARNING | Producer interrupted by user.
2025-09-18 21:08:52 | INFO | Producer shutting down.
2025-09-18 21:08:52 | INFO | Sent message to topic 'buzzline_json': {'message': 'This is a buzz message.', 'author': 'Eve'}
2025-09-18 21:08:52 | INFO | Processed JSON message: {'message': 'This is a buzz message.', 'author': 'Eve'}
2025-09-18 21:08:52 | INFO | Message received from author: Eve
2025-09-18 21:08:52 | INFO | Updated author counts: {'Eve': 68, 'Alice': 94, 'Charlie': 60, 'Diana': 106, 'Bob': 68}
2025-09-18 21:08:52 | INFO | Chart updated successfully for message: {"message": "This is a buzz message.", "author": "Eve"}
2025-09-18 21:08:53 | INFO | Sent message to topic 'smoker_csv': {'timestamp': '2025-09-19T02:08:53.432183', 'temperature': 98.0}
2025-09-18 21:08:53 | INFO | Processed JSON message: {'timestamp': '2025-09-19T02:08:53.432183', 'temperature': 98.0}
2025-09-18 21:08:55 | INFO | Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Diana'}
2025-09-18 21:08:55 | INFO | Processed JSON message: {'message': 'Data engineering is my passion.', 'author': 'Diana'}
2025-09-18 21:08:55 | INFO | Message received from author: Diana
2025-09-18 21:08:55 | INFO | Updated author counts: {'Eve': 68, 'Alice': 94, 'Charlie': 60, 'Diana': 107, 'Bob': 68}
2025-09-18 21:08:55 | INFO | Chart updated successfully for message: {"message": "Data engineering is my passion.", "author": "Diana"}
2025-09-18 21:08:56 | INFO | Consumer interrupted by user.
2025-09-18 21:08:58 | WARNING | Producer interrupted by user.
2025-09-18 21:08:58 | INFO | Kafka producer closed.
2025-09-18 21:08:58 | INFO | END producer.
2025-09-18 21:08:58 | INFO | Sent message to topic 'smoker_csv': {'timestamp': '2025-09-19T02:08:58.434559', 'temperature': 98.4}
2025-09-18 21:08:58 | INFO | Processed JSON message: {'timestamp': '2025-09-19T02:08:58.434559', 'temperature': 98.4}
2025-09-18 21:09:00 | WARNING | Consumer interrupted by user.
2025-09-18 21:09:00 | INFO | Kafka consumer for topic 'buzzline_json' closed.
2025-09-18 21:09:00 | INFO | END consumer for topic 'buzzline_json' and group 'buzz_group'.
2025-09-18 21:09:03 | WARNING | Producer interrupted by user.
2025-09-18 21:09:03 | INFO | Kafka producer closed.
2025-09-18 21:09:03 | INFO | END producer.
2025-09-18 21:09:06 | WARNING | Consumer interrupted by user.
2025-09-18 21:09:06 | INFO | Kafka consumer for topic 'smoker_csv' closed.
2025-09-20 14:14:25 | INFO | Consumer closed.
2025-09-20 15:34:09 | INFO | Logging to file: logs/project_log.log
2025-09-20 15:34:09 | INFO | Log sanitization enabled, personal info removed
2025-09-20 15:34:09 | INFO | START producer...
2025-09-20 15:34:09 | INFO | Kafka producer connected to localhost:9092
